Team_x,Year,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Playoffs,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Successful,Arena,Attend.,Attend./G,Lost To,Round made it to,Team_y,Lost to Rk,Lost to Age,Lost to W,Lost to L,Lost to PW,Lost to PL,Lost to MOV,Lost to SOS,Lost to SRS,Lost to ORtg,Lost to DRtg,Lost to NRtg,Lost to Pace,Lost to FTr,Lost to 3PAr,Lost to TS%,Lost to eFG%,Lost to TOV%,Lost to ORB%,Lost to FT/FGA,Lost to Playoffs,Lost to eFG%.1,Lost to TOV%.1,Lost to DRB%,Lost to FT/FGA.1,Lost to Successful,Lost to Arena,Lost to Attend.,Lost to Attend./G,Lost to Round made it to,Difference NRtg,Difference W,Difference MOV,Difference Pace,Difference ORtg,Difference DRtg,Difference Age,Difference TS%
Los Angeles Clippers,2016,6,29.7,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,0.524,12.1,20.1,0.22,1.0,0.48,13.8,73.8,0.222,0,STAPLES Center,"786,910","19,193",Portland Trail Blazers,Conference First Round,Portland Trail Blazers,13.0,24.3,44.0,38.0,43.0,39.0,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,0.511,13.2,25.9,0.202,1.0,0.503,12.1,76.2,0.225,0.0,Moda Center,"794,085","19,368",Conference Semifinals,-3.7,-9.0,-3.45,0.20000000000000284,0.5,4.200000000000003,-5.399999999999999,-0.008000000000000007
Atlanta Hawks,2016,7,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,1.0,0.48,14.4,74.6,0.194,0,Philips Arena,"690,150","16,833",Cleveland Cavaliers,Conference Semifinals,Cleveland Cavaliers,4.0,28.1,57.0,25.0,57.0,25.0,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,1.0,0.496,12.6,78.5,0.205,1.0,Quicken Loans Arena,"843,042","20,562",NBA Champion,2.7,9.0,2.39,-3.799999999999997,5.800000000000011,3.0999999999999943,-0.09999999999999787,0.006000000000000005
Boston Celtics,2016,8,25.2,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,0.488,12.1,25.1,0.208,1.0,0.487,14.6,74.6,0.231,0,TD Garden,"749,076","18,270",Atlanta Hawks,Conference First Round,Atlanta Hawks,7.0,28.2,48.0,34.0,51.0,31.0,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,0.516,13.8,19.1,0.185,1.0,0.48,14.4,74.6,0.194,0.0,Philips Arena,"690,150","16,833",Conference Semifinals,0.5,0.0,0.3999999999999999,-1.4000000000000057,-1.7000000000000028,-2.1999999999999886,3.0,0.02100000000000002
Charlotte Hornets,2016,9,26.0,48,34,49,33,2.72,-0.36,2.36,107.1,104.3,2.8,95.7,0.28,0.348,0.545,0.502,11.7,20.0,0.222,1.0,0.496,12.5,79.8,0.191,0,Time Warner Cable Arena,"716,894","17,485",Miami Heat,Conference First Round,Miami Heat,11.0,28.4,48.0,34.0,46.0,36.0,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,1.0,0.485,12.1,77.8,0.196,0.0,AmericanAirlines Arena,"809,350","19,740",Conference Semifinals,-1.0999999999999999,0.0,-1.0700000000000003,-2.1000000000000085,-1.0,0.10000000000000853,2.3999999999999986,0.0
Utah Jazz,2016,10,24.2,40,42,46,36,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.286,0.297,0.54,0.501,14.2,25.9,0.213,,0.495,13.5,77.7,0.21,0,Vivint Smart Home Arena,"791,489","19,305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Heat,2016,11,28.4,48,34,46,36,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,0.508,13.3,23.8,0.21,1.0,0.485,12.1,77.8,0.196,0,AmericanAirlines Arena,"809,350","19,740",Toronto Raptors,Conference Semifinals,Toronto Raptors,5.0,26.3,56.0,26.0,53.0,29.0,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,1.0,0.498,12.7,77.7,0.201,1.0,Air Canada Centre,"812,863","19,826",Conference Finals,3.0999999999999996,8.0,2.85,-0.6999999999999886,3.9000000000000057,0.7999999999999972,-2.099999999999998,0.007000000000000006
Indiana Pacers,2016,12,26.9,45,37,46,36,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,0.497,13.5,23.4,0.205,1.0,0.489,14.3,76.0,0.205,0,Bankers Life Fieldhouse,"690,733","16,847",Toronto Raptors,Conference First Round,Toronto Raptors,5.0,26.3,56.0,26.0,53.0,29.0,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,1.0,0.498,12.7,77.7,0.201,1.0,Air Canada Centre,"812,863","19,826",Conference Finals,3.0999999999999996,11.0,2.79,-3.6999999999999886,5.400000000000006,2.299999999999997,-0.5999999999999979,0.016000000000000014
Portland Trail Blazers,2016,13,24.3,44,38,43,39,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,0.511,13.2,25.9,0.202,1.0,0.503,12.1,76.2,0.225,0,Moda Center,"794,085","19,368",Golden State Warriors,Conference Semifinals,Golden State Warriors,2.0,27.4,73.0,9.0,65.0,17.0,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,1.0,0.479,12.6,76.0,0.208,1.0,Oracle Arena,"803,436","19,596",Finals,9.899999999999999,29.0,9.93,3.299999999999997,5.700000000000003,-4.200000000000003,3.099999999999998,0.04499999999999993
Detroit Pistons,2016,14,25.0,44,38,43,39,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,0.491,12.2,27.0,0.197,1.0,0.504,12.5,79.3,0.196,0,The Palace of Auburn Hills,"677,138","16,516",Cleveland Cavaliers,Conference First Round,Cleveland Cavaliers,4.0,28.1,57.0,25.0,57.0,25.0,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,0.524,12.7,25.1,0.194,1.0,0.496,12.6,78.5,0.205,1.0,Quicken Loans Arena,"843,042","20,562",NBA Champion,5.800000000000001,13.0,5.39,-1.7999999999999972,4.800000000000011,-1.0,3.1000000000000014,0.03600000000000003
Houston Rockets,2016,15,27.8,41,41,42,40,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.352,0.37,0.553,0.516,14.2,25.7,0.244,1.0,0.516,14.7,72.8,0.219,0,Toyota Center,"737,244","17,982",Golden State Warriors,Conference First Round,Golden State Warriors,2.0,27.4,73.0,9.0,65.0,17.0,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,0.563,13.5,23.5,0.191,1.0,0.479,12.6,76.0,0.208,1.0,Oracle Arena,"803,436","19,596",Finals,10.5,32.0,10.56,1.7000000000000028,6.200000000000003,-4.299999999999997,-0.40000000000000213,0.039999999999999925
Dallas Mavericks,2016,16,30.3,42,40,40,42,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.265,0.339,0.544,0.502,12.0,20.6,0.211,1.0,0.504,12.8,76.2,0.198,0,American Airlines Center,"825,901","20,144",Oklahoma City Thunder,Conference First Round,Oklahoma City Thunder,3.0,25.8,55.0,27.0,59.0,23.0,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,0.524,14.0,31.1,0.228,1.0,0.484,11.7,76.0,0.205,1.0,Chesapeake Energy Arena,"746,323","18,203",Conference Finals,7.8,13.0,7.58,2.4000000000000057,6.3999999999999915,-1.4000000000000057,-4.5,0.020999999999999908
Washington Wizards,2016,17,27.3,41,41,40,42,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,,0.515,14.6,77.7,0.218,0,Verizon Center,"725,426","17,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2016,18,27.6,42,40,37,45,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,0.487,12.6,24.5,0.189,,0.485,10.7,74.9,0.182,0,United Center,"894,659","21,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,2016,19,23.9,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.232,0.255,0.533,0.5,12.8,23.1,0.175,,0.513,13.8,76.5,0.215,0,Amway Center,"719,275","17,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2016,20,26.6,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,0.51,14.2,23.9,0.214,,0.521,14.0,74.9,0.202,0,Sleep Train Arena,"707,526","17,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis Grizzlies,2016,21,30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,1.0,0.518,15.2,75.1,0.251,0,FedEx Forum,"701,894","17,119",San Antonio Spurs,Conference First Round,San Antonio Spurs,1.0,30.3,67.0,15.0,67.0,15.0,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.246,0.223,0.564,0.526,12.4,23.0,0.197,1.0,0.477,14.1,79.1,0.182,0.0,AT&T Center,"756,445","18,450",Conference Semifinals,13.700000000000001,25.0,12.870000000000001,0.5,4.8999999999999915,-8.799999999999997,-0.1999999999999993,0.039999999999999925
New York Knicks,2016,22,27.2,32,50,33,49,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,,0.487,10.5,75.8,0.204,0,Madison Square Garden (IV),"812,292","19,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Nuggets,2016,23,24.7,33,49,33,49,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,0.489,13.2,25.8,0.216,,0.515,12.6,77.3,0.216,0,Pepsi Center,"577,898","14,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Timberwolves,2016,24,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,,0.524,13.6,74.7,0.2,0,Target Center,"581,178","14,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Orleans Pelicans,2016,25,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,,0.523,12.7,78.8,0.225,0,Smoothie King Center,"688,549","16,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee Bucks,2016,26,23.5,33,49,29,53,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,0.499,14.2,24.9,0.207,,0.51,14.2,73.1,0.221,0,BMO Harris Bradley Center,"621,808","15,166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Suns,2016,27,26.0,23,59,24,58,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,,0.523,13.5,77.1,0.237,0,Talking Stick Resort Arena,"701,405","17,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Nets,2016,28,26.9,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,,0.534,13.1,75.7,0.176,0,Barclays Center,"620,142","15,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Lakers,2016,29,26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,,0.523,11.6,74.7,0.202,0,STAPLES Center,"778,877","18,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia 76ers,2016,30,23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,,0.51,13.5,74.0,0.24,0,Wells Fargo Center,"614,650","14,991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden State Warriors,2017,1,28.2,67,15,67,15,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,1.0,0.486,13.5,74.9,0.198,1,Oracle Arena,"803,436","19,596",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Antonio Spurs,2017,2,29.6,61,21,60,22,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,1.0,0.492,13.5,77.6,0.192,1,AT&T Center,"755,347","18,423",Golden State Warriors,Conference Finals,Golden State Warriors,1.0,28.2,67.0,15.0,67.0,15.0,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,1.0,0.486,13.5,74.9,0.198,1.0,Oracle Arena,"803,436","19,596",NBA Champion,4.0,6.0,4.430000000000001,5.599999999999994,4.5,0.5,-1.4000000000000021,0.03300000000000003
Houston Rockets,2017,3,27.4,55,27,55,27,5.77,0.08,5.84,114.7,109.0,5.7,100.0,0.304,0.462,0.583,0.545,13.3,24.6,0.233,1.0,0.519,13.2,75.8,0.194,0,Toyota Center,"695,903","16,973",San Antonio Spurs,Conference Semifinals,San Antonio Spurs,2.0,29.6,61.0,21.0,60.0,22.0,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,1.0,0.492,13.5,77.6,0.192,1.0,AT&T Center,"755,347","18,423",Conference Finals,1.8999999999999995,6.0,1.4300000000000006,-5.799999999999997,-3.6000000000000085,-5.5,2.200000000000003,-0.019000000000000017
Toronto Raptors,2017,4,26.1,51,31,52,30,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,0.517,11.8,25.0,0.233,1.0,0.507,13.5,76.3,0.223,0,Air Canada Centre,"813,050","19,830",Cleveland Cavaliers,Conference Semifinals,Cleveland Cavaliers,7.0,29.2,51.0,31.0,49.0,33.0,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,1.0,0.516,11.4,75.8,0.174,1.0,Quicken Loans Arena,"843,042","20,562",Finals,-1.2000000000000002,0.0,-1.0299999999999998,1.5,1.2999999999999972,2.5,3.099999999999998,0.018999999999999906
Los Angeles Clippers,2017,5,30.0,51,31,52,30,4.29,0.13,4.42,112.7,108.2,4.5,96.1,0.312,0.329,0.574,0.537,12.0,21.5,0.233,1.0,0.506,12.1,76.9,0.211,0,STAPLES Center,"782,609","19,088",Utah Jazz,Conference First Round,Utah Jazz,6.0,26.8,51.0,31.0,52.0,30.0,3.94,0.06,4.0,109.6,105.3,4.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,1.0,0.493,11.8,78.9,0.195,0.0,Vivint Smart Home Arena,"806,142","19,662",Conference Semifinals,-0.20000000000000018,0.0,-0.3500000000000001,-4.5,-3.1000000000000085,-2.9000000000000057,-3.1999999999999993,-0.01100000000000001
Utah Jazz,2017,6,26.8,51,31,52,30,3.94,0.06,4.0,109.6,105.3,4.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,1.0,0.493,11.8,78.9,0.195,0,Vivint Smart Home Arena,"806,142","19,662",Golden State Warriors,Conference Semifinals,Golden State Warriors,1.0,28.2,67.0,15.0,67.0,15.0,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,1.0,0.486,13.5,74.9,0.198,1.0,Oracle Arena,"803,436","19,596",NBA Champion,7.3,16.0,7.690000000000001,8.200000000000003,6.0,-1.2999999999999972,1.3999999999999986,0.03400000000000003
Cleveland Cavaliers,2017,7,29.2,51,31,49,33,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,1.0,0.516,11.4,75.8,0.174,1,Quicken Loans Arena,"843,042","20,562",Golden State Warriors,Finals,Golden State Warriors,1.0,28.2,67.0,15.0,67.0,15.0,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,1.0,0.486,13.5,74.9,0.198,1.0,Oracle Arena,"803,436","19,596",NBA Champion,8.3,16.0,8.450000000000001,3.5999999999999943,2.0,-6.299999999999997,-1.0,0.017000000000000015
Boston Celtics,2017,8,25.9,53,29,48,34,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,1.0,0.503,12.6,75.3,0.223,1,TD Garden,"760,690","18,553",Cleveland Cavaliers,Conference Finals,Cleveland Cavaliers,7.0,29.2,51.0,31.0,49.0,33.0,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,1.0,0.516,11.4,75.8,0.174,1.0,Quicken Loans Arena,"843,042","20,562",Finals,0.5,-2.0,0.5500000000000003,-0.5999999999999943,2.3999999999999915,1.8999999999999915,3.3000000000000007,0.013000000000000012
Washington Wizards,2017,9,26.0,49,33,46,36,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,1.0,0.524,13.8,75.5,0.213,0,Verizon Center,"697,107","17,003",Boston Celtics,Conference Semifinals,Boston Celtics,8.0,25.9,53.0,29.0,48.0,34.0,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,1.0,0.503,12.6,75.3,0.223,1.0,TD Garden,"760,690","18,553",Conference Finals,0.8999999999999999,4.0,0.8299999999999998,-0.6000000000000085,0.0,-0.8999999999999915,-0.10000000000000142,0.0030000000000000027
Miami Heat,2017,10,26.5,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,,0.496,12.6,76.4,0.22,0,AmericanAirlines Arena,"805,400","19,644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City Thunder,2017,11,24.7,47,35,43,39,0.76,0.39,1.14,108.3,107.5,0.8,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,1.0,0.511,12.5,79.0,0.218,0,Chesapeake Energy Arena,"746,323","18,203",Houston Rockets,Conference First Round,Houston Rockets,3.0,27.4,55.0,27.0,55.0,27.0,5.77,0.08,5.84,114.7,109.0,5.7,100.0,0.304,0.462,0.583,0.545,13.3,24.6,0.233,1.0,0.519,13.2,75.8,0.194,0.0,Toyota Center,"695,903","16,973",Conference Semifinals,4.9,8.0,5.01,2.200000000000003,6.400000000000006,1.5,2.6999999999999993,0.04299999999999993
Memphis Grizzlies,2017,12,29.5,43,39,42,40,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,1.0,0.506,13.6,77.5,0.256,0,FedEx Forum,"677,314","16,520",San Antonio Spurs,Conference First Round,San Antonio Spurs,2.0,29.6,61.0,21.0,60.0,22.0,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,1.0,0.492,13.5,77.6,0.192,1.0,AT&T Center,"755,347","18,423",Conference Finals,7.0,18.0,6.71,1.9000000000000057,3.3999999999999915,-3.5999999999999943,0.10000000000000142,0.028999999999999915
Denver Nuggets,2017,13,25.2,40,42,42,40,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,,0.532,10.9,78.7,0.194,0,Pepsi Center,"605,585","14,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2017,14,26.9,41,41,42,40,0.43,-0.39,0.03,107.4,107.0,0.4,95.3,0.259,0.256,0.53,0.487,12.3,27.0,0.206,1.0,0.507,12.4,76.8,0.169,0,United Center,"888,882","21,680",Boston Celtics,Conference First Round,Boston Celtics,8.0,25.9,53.0,29.0,48.0,34.0,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,1.0,0.503,12.6,75.3,0.223,1.0,TD Garden,"760,690","18,553",Conference Finals,2.4,12.0,2.1999999999999997,1.5,3.799999999999997,1.4000000000000057,-1.0,0.03699999999999992
Charlotte Hornets,2017,15,26.5,36,46,42,40,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,,0.523,12.1,79.6,0.164,0,Spectrum Center,"710,643","17,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana Pacers,2017,16,27.0,42,40,40,42,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,1.0,0.512,13.6,75.5,0.225,0,Bankers Life Fieldhouse,"684,578","16,697",Cleveland Cavaliers,Conference First Round,Cleveland Cavaliers,7.0,29.2,51.0,31.0,49.0,33.0,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,1.0,0.516,11.4,75.8,0.174,1.0,Quicken Loans Arena,"843,042","20,562",Finals,3.5,9.0,3.4000000000000004,0.29999999999999716,5.0,1.5,2.1999999999999993,0.02199999999999991
Milwaukee Bucks,2017,17,25.6,42,40,40,42,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,1.0,0.518,13.6,75.4,0.215,0,BMO Harris Bradley Center,"648,952","15,828",Toronto Raptors,Conference First Round,Toronto Raptors,4.0,26.1,51.0,31.0,52.0,30.0,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,0.517,11.8,25.0,0.233,1.0,0.507,13.5,76.3,0.223,0.0,Air Canada Centre,"813,050","19,830",Conference Semifinals,4.7,9.0,4.39,0.20000000000000284,3.200000000000003,-1.5,0.5,-0.0039999999999998925
Portland Trail Blazers,2017,18,24.8,41,41,40,42,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,0.52,12.5,23.0,0.214,1.0,0.508,11.6,76.8,0.241,0,Moda Center,"792,029","19,318",Golden State Warriors,Conference First Round,Golden State Warriors,1.0,28.2,67.0,15.0,67.0,15.0,11.63,-0.28,11.35,115.6,104.0,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,1.0,0.486,13.5,74.9,0.198,1.0,Oracle Arena,"803,436","19,596",NBA Champion,12.1,26.0,12.15,3.0999999999999943,5.299999999999997,-6.799999999999997,3.3999999999999986,0.03799999999999992
Atlanta Hawks,2017,19,27.9,43,39,39,43,-0.85,-0.38,-1.23,104.9,105.7,-0.8,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,1.0,0.507,13.8,76.1,0.179,0,Philips Arena,"654,306","15,959",Washington Wizards,Conference First Round,Washington Wizards,9.0,26.0,49.0,33.0,46.0,36.0,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,1.0,0.524,13.8,75.5,0.213,0.0,Verizon Center,"697,107","17,003",Conference Semifinals,2.7,6.0,2.65,0.0,6.299999999999997,3.5999999999999943,-1.8999999999999986,0.02299999999999991
Detroit Pistons,2017,20,25.4,37,45,38,44,-1.12,-0.17,-1.29,106.0,107.1,-1.1,95.0,0.218,0.263,0.521,0.492,10.9,24.1,0.157,,0.516,12.1,81.2,0.197,0,The Palace of Auburn Hills,"655,141","15,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Timberwolves,2017,21,24.0,31,51,38,44,-1.11,0.47,-0.64,110.8,112.0,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,,0.535,13.2,75.9,0.212,0,Target Center,"607,203","14,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Orleans Pelicans,2017,22,25.7,34,48,35,47,-2.1,0.41,-1.69,105.2,107.4,-2.2,98.0,0.256,0.308,0.539,0.504,11.7,18.5,0.192,,0.509,12.4,76.8,0.177,0,Smoothie King Center,"663,099","16,173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Mavericks,2017,23,27.6,33,49,33,49,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,,0.529,14.4,77.6,0.218,0,American Airlines Center,"811,366","19,789",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,2017,24,27.3,31,51,31,51,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96.0,0.239,0.279,0.534,0.496,12.4,26.6,0.188,,0.511,11.7,74.1,0.214,0,Madison Square Garden (IV),"810,741","19,774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2017,25,27.9,32,50,31,51,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,0.284,0.291,0.556,0.516,13.7,21.0,0.22,,0.528,12.9,76.3,0.227,0,Golden 1 Center,"721,928","17,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Suns,2017,26,25.0,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26.0,0.231,,0.525,13.1,76.4,0.264,0,Talking Stick Resort Arena,"708,639","17,134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia 76ers,2017,27,24.6,28,54,26,56,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,,0.512,13.5,75.3,0.234,0,Wells Fargo Center,"710,557","17,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Nets,2017,28,26.0,20,62,24,58,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,,0.513,11.6,76.1,0.212,0,Barclays Center,"632,608","15,429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orlando Magic,2017,29,25.3,29,53,24,58,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,,0.523,11.9,77.4,0.201,0,Amway Center,"727,875","17,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
